"Year","Category","Sector","Country","Estimate","Lower CI","Upper CI","CV"
2020,"Number of businesses","Low carbon heat","UK",10000,6000,13500,"19"
2020,"Number of businesses","Low carbon heat","England",9000,5000,12500,"21"
2020,"Number of businesses","Low carbon heat","Scotland",NA,NA,NA,"64"
2020,"Number of businesses","Low carbon heat","Wales",NA,NA,NA,"40"
2020,"Number of businesses","Low carbon heat","Northern Ireland",NA,NA,NA,"89"
2020,"Number of businesses","Energy from waste and biomass","UK",2500,1500,3500,"21"
2020,"Number of businesses","Energy from waste and biomass","England",2000,1000,3000,"24"
2020,"Number of businesses","Energy from waste and biomass","Scotland",NA,NA,NA,"60"
2020,"Number of businesses","Energy from waste and biomass","Wales",NA,NA,NA,"49"
2020,"Number of businesses","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"84"
2020,"Number of businesses","Energy efficient products","UK",38500,31500,45500,"9"
2020,"Number of businesses","Energy efficient products","England",35000,28000,41500,"10"
2020,"Number of businesses","Energy efficient products","Scotland",3000,1000,4500,"33"
2020,"Number of businesses","Energy efficient products","Wales",3500,2000,5500,"25"
2020,"Number of businesses","Energy efficient products","Northern Ireland",NA,NA,NA,"37"
2020,"Number of businesses","Low carbon services","UK",NA,NA,NA,"47"
2020,"Number of businesses","Low carbon services","England",NA,NA,NA,"48"
2020,"Number of businesses","Low carbon services","Scotland",1000,-500,2500,"82"
2020,"Number of businesses","Low carbon services","Wales",NA,NA,NA,"72"
2020,"Number of businesses","Low carbon services","Northern Ireland",NA,NA,NA,"9"
2020,"Number of businesses","Low emission vehicles","UK",3500,2000,5500,"24"
2020,"Number of businesses","Low emission vehicles","England",3500,1500,5000,"26"
2020,"Number of businesses","Low emission vehicles","Scotland",NA,NA,NA,"86"
2020,"Number of businesses","Low emission vehicles","Wales",NA,NA,NA,"88"
2020,"Number of businesses","Low emission vehicles","Northern Ireland",NA,NA,NA,"53"
2020,"Turnover","All groups","UK",41647000,38921000,44373000,"3"
2020,"Turnover","All groups","England",33405500,30817500,35993500,"4"
2020,"Turnover","All groups","Scotland",5212500,4846000,5578500,"4"
2020,"Turnover","All groups","Wales",2126500,1861000,2392000,"6"
2020,"Turnover","All groups","Northern Ireland",903000,715500,1090500,"11"
2020,"Turnover","Low carbon electricity","UK",13393500,12232000,14555500,"4"
2020,"Turnover","Low carbon electricity","England",9303000,8218000,10388000,"6"
2020,"Turnover","Low carbon electricity","Scotland",3201000,2975500,3426500,"4"
2020,"Turnover","Low carbon electricity","Wales",649000,420500,878000,"18"
2020,"Turnover","Low carbon electricity","Northern Ireland",240500,133000,348000,"23"
2020,"Turnover","Low carbon heat","UK",1593000,1049500,2136500,"17"
2020,"Turnover","Low carbon heat","England",1271000,735000,1807000,"22"
2020,"Turnover","Low carbon heat","Scotland",233000,214500,251000,"4"
2020,"Turnover","Low carbon heat","Wales",58500,-16000,133500,"65"
2020,"Turnover","Low carbon heat","Northern Ireland",30500,15000,46500,"26"
2020,"Turnover","Energy from waste and biomass","UK",3503000,3201000,3805000,"4"
2020,"Turnover","Energy from waste and biomass","England",3222000,2933500,3510000,"5"
2020,"Turnover","Energy from waste and biomass","Scotland",192000,146500,237000,"12"
2020,"Turnover","Energy from waste and biomass","Wales",40500,18000,62500,"28"
2020,"Turnover","Energy from waste and biomass","Northern Ireland",49000,-6000,104000,"57"
2020,"Turnover","Energy efficient products","UK",15414500,13138000,17690500,"8"
2020,"Turnover","Energy efficient products","England",12728000,10569500,14886500,"9"
2020,"Turnover","Energy efficient products","Scotland",1445500,1171500,1719500,"10"
2020,"Turnover","Energy efficient products","Wales",893500,791500,995000,"6"
2020,"Turnover","Energy efficient products","Northern Ireland",347500,209000,486000,"20"
2020,"Turnover","Low carbon services","UK",539500,423500,656000,"11"
2020,"Turnover","Low carbon services","England",378000,321000,435500,"8"
2020,"Turnover","Low carbon services","Scotland",NA,NA,NA,"c"
2020,"Turnover","Low carbon services","Wales",NA,NA,NA,"c"
2020,"Turnover","Low carbon services","Northern Ireland",26500,-6500,59000,"63"
2020,"Turnover","Low emission vehicles","UK",7203500,6571500,7835500,"4"
2020,"Turnover","Low emission vehicles","England",6503500,5872500,7134500,"5"
2020,"Turnover","Low emission vehicles","Scotland",NA,NA,NA,"c"
2020,"Turnover","Low emission vehicles","Wales",NA,NA,NA,"c"
2020,"Turnover","Low emission vehicles","Northern Ireland",209000,207500,211000,"0"
2020,"Employment (full time equivalent)","All groups","UK",212600,193600,231600,"5"
2020,"Employment (full time equivalent)","All groups","England",175600,157500,193700,"5"
2020,"Employment (full time equivalent)","All groups","Scotland",20700,17100,24300,"9"
2020,"Employment (full time equivalent)","All groups","Wales",11500,9500,13500,"9"
2020,"Employment (full time equivalent)","All groups","Northern Ireland",4900,3800,5900,"11"
2020,"Employment (full time equivalent)","Low carbon electricity","UK",39100,34100,44200,"7"
2020,"Employment (full time equivalent)","Low carbon electricity","England",27800,23600,32000,"8"
2020,"Employment (full time equivalent)","Low carbon electricity","Scotland",9000,7100,10900,"11"
2020,"Employment (full time equivalent)","Low carbon electricity","Wales",1900,1200,2500,"18"
2020,"Employment (full time equivalent)","Low carbon electricity","Northern Ireland",500,200,800,"34"
2020,"Employment (full time equivalent)","Low carbon heat","UK",11500,6300,16700,"23"
2020,"Employment (full time equivalent)","Low carbon heat","England",9600,4500,14800,"27"
2020,"Employment (full time equivalent)","Low carbon heat","Scotland",1200,1000,1400,"8"
2020,"Employment (full time equivalent)","Low carbon heat","Wales",400,-100,1000,"65"
2020,"Employment (full time equivalent)","Low carbon heat","Northern Ireland",NA,NA,NA,"52"
2020,"Employment (full time equivalent)","Energy from waste and biomass","UK",8200,6300,10000,"12"
2020,"Employment (full time equivalent)","Energy from waste and biomass","England",6900,5200,8500,"12"
2020,"Employment (full time equivalent)","Energy from waste and biomass","Scotland",600,300,1000,"30"
2020,"Employment (full time equivalent)","Energy from waste and biomass","Wales",NA,NA,NA,"50"
2020,"Employment (full time equivalent)","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"48"
2020,"Employment (full time equivalent)","Energy efficient products","UK",126800,109700,143900,"7"
2020,"Employment (full time equivalent)","Energy efficient products","England",107900,91500,124300,"8"
2020,"Employment (full time equivalent)","Energy efficient products","Scotland",8700,5700,11600,"17"
2020,"Employment (full time equivalent)","Energy efficient products","Wales",7500,5900,9200,"11"
2020,"Employment (full time equivalent)","Energy efficient products","Northern Ireland",2600,1700,3600,"18"
2020,"Employment (full time equivalent)","Low carbon services","UK",5700,3600,7700,"18"
2020,"Employment (full time equivalent)","Low carbon services","England",4400,2900,5900,"18"
2020,"Employment (full time equivalent)","Low carbon services","Scotland",900,400,1400,"26"
2020,"Employment (full time equivalent)","Low carbon services","Wales",NA,NA,NA,"60"
2020,"Employment (full time equivalent)","Low carbon services","Northern Ireland",NA,NA,NA,"21"
2020,"Employment (full time equivalent)","Low emission vehicles","UK",21400,18600,24100,"7"
2020,"Employment (full time equivalent)","Low emission vehicles","England",19000,16300,21700,"7"
2020,"Employment (full time equivalent)","Low emission vehicles","Scotland",300,100,600,"34"
2020,"Employment (full time equivalent)","Low emission vehicles","Wales",1000,600,1300,"19"
2020,"Employment (full time equivalent)","Low emission vehicles","Northern Ireland",1100,1000,1200,"3"
2020,"Exports","All groups","UK",6233500,5846500,6620000,"3"
2020,"Exports","All groups","England",5209500,4832500,5586500,"4"
2020,"Exports","All groups","Scotland",400500,355000,446500,"6"
2020,"Exports","All groups","Wales",451500,426000,477500,"3"
2020,"Exports","All groups","Northern Ireland",171500,152000,191000,"6"
2020,"Exports","Low carbon electricity","UK",1037000,814000,1260500,"11"
2020,"Exports","Low carbon electricity","England",907000,690000,1124500,"12"
2020,"Exports","Low carbon electricity","Scotland",96000,58000,134000,"20"
2020,"Exports","Low carbon electricity","Wales",26500,11000,42000,"30"
2020,"Exports","Low carbon electricity","Northern Ireland",7500,3500,11500,"28"
2020,"Exports","Low carbon heat","UK",NA,NA,NA,"c"
2020,"Exports","Low carbon heat","England",NA,NA,NA,"c"
2020,"Exports","Low carbon heat","Scotland",NA,NA,NA,"c"
2020,"Exports","Low carbon heat","Wales",3000,2000,4000,"17"
2020,"Exports","Low carbon heat","Northern Ireland",2500,1000,4000,"26"
2020,"Exports","Energy from waste and biomass","UK",113500,76000,151000,"17"
2020,"Exports","Energy from waste and biomass","England",98000,69500,126500,"15"
2020,"Exports","Energy from waste and biomass","Scotland",13000,-4500,30500,"69"
2020,"Exports","Energy from waste and biomass","Wales",NA,NA,NA,"c"
2020,"Exports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"c"
2020,"Exports","Energy efficient products","UK",NA,NA,NA,"c"
2020,"Exports","Energy efficient products","England",NA,NA,NA,"c"
2020,"Exports","Energy efficient products","Scotland",NA,NA,NA,"c"
2020,"Exports","Energy efficient products","Wales",NA,NA,NA,"c"
2020,"Exports","Energy efficient products","Northern Ireland",NA,NA,NA,"c"
2020,"Exports","Low carbon services","UK",60500,40500,80500,"17"
2020,"Exports","Low carbon services","England",42000,37000,46500,"6"
2020,"Exports","Low carbon services","Scotland",17000,1500,33000,"47"
2020,"Exports","Low carbon services","Wales",1500,1500,1500,"0"
2020,"Exports","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2020,"Exports","Low emission vehicles","UK",3917000,3681000,4153000,"3"
2020,"Exports","Low emission vehicles","England",NA,NA,NA,"c"
2020,"Exports","Low emission vehicles","Scotland",NA,NA,NA,"46"
2020,"Exports","Low emission vehicles","Wales",NA,NA,NA,"c"
2020,"Exports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2020,"Imports","All groups","UK",6944000,6626000,7262000,"2"
2020,"Imports","All groups","England",5895500,5659000,6132000,"2"
2020,"Imports","All groups","Scotland",503000,411500,595000,"9"
2020,"Imports","All groups","Wales",447500,425000,470000,"3"
2020,"Imports","All groups","Northern Ireland",98000,62500,133500,"19"
2020,"Imports","Low carbon electricity","UK",1158500,1045000,1271500,"5"
2020,"Imports","Low carbon electricity","England",924000,817500,1030500,"6"
2020,"Imports","Low carbon electricity","Scotland",183000,152500,213500,"9"
2020,"Imports","Low carbon electricity","Wales",30000,25500,34500,"8"
2020,"Imports","Low carbon electricity","Northern Ireland",21500,12000,31000,"22"
2020,"Imports","Low carbon heat","UK",239000,228000,249500,"2"
2020,"Imports","Low carbon heat","England",NA,NA,NA,"c"
2020,"Imports","Low carbon heat","Scotland",NA,NA,NA,"c"
2020,"Imports","Low carbon heat","Wales",6500,5500,8000,"9"
2020,"Imports","Low carbon heat","Northern Ireland",4500,4000,5000,"5"
2020,"Imports","Energy from waste and biomass","UK",1225500,1163000,1288000,"3"
2020,"Imports","Energy from waste and biomass","England",1205000,1148000,1262000,"2"
2020,"Imports","Energy from waste and biomass","Scotland",18500,2500,34500,"44"
2020,"Imports","Energy from waste and biomass","Wales",1500,-500,3000,"73"
2020,"Imports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"51"
2020,"Imports","Energy efficient products","UK",1314500,1031000,1598000,"11"
2020,"Imports","Energy efficient products","England",NA,NA,NA,"c"
2020,"Imports","Energy efficient products","Scotland",NA,NA,NA,"c"
2020,"Imports","Energy efficient products","Wales",NA,NA,NA,"c"
2020,"Imports","Energy efficient products","Northern Ireland",59500,25500,93500,"29"
2020,"Imports","Low carbon services","UK",25500,21000,29500,"8"
2020,"Imports","Low carbon services","England",17500,15000,20000,"7"
2020,"Imports","Low carbon services","Scotland",6500,4500,8000,"14"
2020,"Imports","Low carbon services","Wales",NA,NA,NA,"c"
2020,"Imports","Low carbon services","Northern Ireland",NA,NA,NA,"c"
2020,"Imports","Low emission vehicles","UK",2981500,2953500,3009500,"0"
2020,"Imports","Low emission vehicles","England",NA,NA,NA,"c"
2020,"Imports","Low emission vehicles","Scotland",2500,1500,3500,"18"
2020,"Imports","Low emission vehicles","Wales",NA,NA,NA,"c"
2020,"Imports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2020,"Aquisitions","All groups","UK",5284500,3922500,6646500,"13"
2020,"Aquisitions","All groups","England",4051000,2709000,5392500,"17"
2020,"Aquisitions","All groups","Scotland",882500,683500,1081500,"12"
2020,"Aquisitions","All groups","Wales",226000,155500,296000,"16"
2020,"Aquisitions","All groups","Northern Ireland",125500,28000,222500,"40"
2020,"Aquisitions","Low carbon electricity","UK",3948500,2590000,5306500,"18"
2020,"Aquisitions","Low carbon electricity","England",2843000,1504500,4181500,"24"
2020,"Aquisitions","Low carbon electricity","Scotland",794000,597000,991000,"13"
2020,"Aquisitions","Low carbon electricity","Wales",191500,123500,259000,"18"
2020,"Aquisitions","Low carbon electricity","Northern Ireland",120500,23000,217500,"41"
2020,"Aquisitions","Low carbon heat","UK",43000,41000,44500,"2"
2020,"Aquisitions","Low carbon heat","England",32000,31000,33000,"2"
2020,"Aquisitions","Low carbon heat","Scotland",10000,9000,11000,"5"
2020,"Aquisitions","Low carbon heat","Wales",NA,NA,NA,"8"
2020,"Aquisitions","Low carbon heat","Northern Ireland",NA,NA,NA,"35"
2020,"Aquisitions","Energy from waste and biomass","UK",278000,203000,353000,"14"
2020,"Aquisitions","Energy from waste and biomass","England",226000,156500,295500,"16"
2020,"Aquisitions","Energy from waste and biomass","Scotland",43500,20000,66500,"28"
2020,"Aquisitions","Energy from waste and biomass","Wales",8000,3000,13000,"32"
2020,"Aquisitions","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"60"
2020,"Aquisitions","Energy efficient products","UK",243000,176500,309500,"14"
2020,"Aquisitions","Energy efficient products","England",196500,135000,258000,"16"
2020,"Aquisitions","Energy efficient products","Scotland",20500,3000,38000,"43"
2020,"Aquisitions","Energy efficient products","Wales",23500,9000,37500,"31"
2020,"Aquisitions","Energy efficient products","Northern Ireland",2000,1000,3500,"26"
2020,"Aquisitions","Low carbon services","UK",NA,NA,NA,"23"
2020,"Aquisitions","Low carbon services","England",NA,NA,NA,"24"
2020,"Aquisitions","Low carbon services","Scotland",NA,NA,NA,"0"
2020,"Aquisitions","Low carbon services","Wales",NA,NA,NA,"0"
2020,"Aquisitions","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2020,"Aquisitions","Low emission vehicles","UK",772000,764000,780500,"1"
2020,"Aquisitions","Low emission vehicles","England",753000,746500,759500,"0"
2020,"Aquisitions","Low emission vehicles","Scotland",14500,14000,15500,"3"
2020,"Aquisitions","Low emission vehicles","Wales",3000,2000,4000,"13"
2020,"Aquisitions","Low emission vehicles","Northern Ireland",1500,1000,2000,"25"
2020,"Disposals","All groups","UK",663500,66000,1260500,"46"
2020,"Disposals","All groups","England",468000,-114000,1050000,"63"
2020,"Disposals","All groups","Scotland",68000,12500,123500,"42"
2020,"Disposals","All groups","Wales",121000,3500,238500,"50"
2020,"Disposals","All groups","Northern Ireland",6500,3500,9500,"25"
2020,"Disposals","Low carbon electricity","UK",596000,1500,1190500,"51"
2020,"Disposals","Low carbon electricity","England",413000,-166500,992500,"72"
2020,"Disposals","Low carbon electricity","Scotland",67000,11500,122500,"42"
2020,"Disposals","Low carbon electricity","Wales",110500,-5500,226000,"54"
2020,"Disposals","Low carbon electricity","Northern Ireland",6000,3000,9000,"26"
2020,"Disposals","Low carbon heat","UK",NA,NA,NA,"23"
2020,"Disposals","Low carbon heat","England",NA,NA,NA,"26"
2020,"Disposals","Low carbon heat","Scotland",NA,NA,NA,"0"
2020,"Disposals","Low carbon heat","Wales",NA,NA,NA,"0"
2020,"Disposals","Low carbon heat","Northern Ireland",NA,NA,NA,"0"
2020,"Disposals","Energy from waste and biomass","UK",29500,-21000,79500,"87"
2020,"Disposals","Energy from waste and biomass","England",29500,-21000,79500,"87"
2020,"Disposals","Energy from waste and biomass","Scotland",0,0,0,"0"
2020,"Disposals","Energy from waste and biomass","Wales",0,0,0,"0"
2020,"Disposals","Energy from waste and biomass","Northern Ireland",0,0,0,"0"
2020,"Disposals","Energy efficient products","UK",28500,2500,55000,"47"
2020,"Disposals","Energy efficient products","England",NA,NA,NA,"50"
2020,"Disposals","Energy efficient products","Scotland",1000,-500,2500,"89"
2020,"Disposals","Energy efficient products","Wales",10500,-6000,27000,"79"
2020,"Disposals","Energy efficient products","Northern Ireland",NA,NA,NA,"69"
2020,"Disposals","Low carbon services","UK",0,0,0,"0"
2020,"Disposals","Low carbon services","England",0,0,0,"0"
2020,"Disposals","Low carbon services","Scotland",0,0,0,"0"
2020,"Disposals","Low carbon services","Wales",0,0,0,"0"
2020,"Disposals","Low carbon services","Northern Ireland",0,0,0,"0"
2020,"Disposals","Low emission vehicles","UK",9000,6500,12000,"16"
2020,"Disposals","Low emission vehicles","England",9000,6000,12000,"17"
2020,"Disposals","Low emission vehicles","Scotland",NA,NA,NA,"0"
2020,"Disposals","Low emission vehicles","Wales",NA,NA,NA,"66"
2020,"Disposals","Low emission vehicles","Northern Ireland",0,0,0,"0"
2021,"Number of businesses","All groups","UK",90000,73500,106500,"9"
2021,"Number of businesses","All groups","England",76000,60000,92500,"11"
2021,"Number of businesses","All groups","Scotland",9000,6500,12000,"15"
2021,"Number of businesses","All groups","Wales",6500,5000,8500,"12"
2021,"Number of businesses","All groups","Northern Ireland",7000,3000,10500,"29"
2021,"Number of businesses","Low carbon electricity","UK",30500,17000,44500,"23"
2021,"Number of businesses","Low carbon electricity","England",22500,9500,36000,"30"
2021,"Number of businesses","Low carbon electricity","Scotland",5000,2500,7000,"24"
2021,"Number of businesses","Low carbon electricity","Wales",2500,2000,3500,"14"
2021,"Number of businesses","Low carbon electricity","Northern Ireland",3000,500,5000,"39"
2021,"Number of businesses","Low carbon heat","UK",8500,5500,12000,"19"
2021,"Number of businesses","Low carbon heat","England",7500,4000,10500,"22"
2021,"Number of businesses","Low carbon heat","Scotland",1500,500,2500,"34"
2021,"Number of businesses","Low carbon heat","Wales",NA,NA,NA,"46"
2021,"Number of businesses","Low carbon heat","Northern Ireland",NA,NA,NA,"25"
2021,"Number of businesses","Energy from waste and biomass","UK",1500,500,2500,"30"
2021,"Number of businesses","Energy from waste and biomass","England",1500,500,2500,"33"
2021,"Number of businesses","Energy from waste and biomass","Scotland",NA,NA,NA,"28"
2021,"Number of businesses","Energy from waste and biomass","Wales",NA,NA,NA,"33"
2021,"Number of businesses","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"43"
2021,"Number of businesses","Energy efficient products","UK",49000,40500,57500,"9"
2021,"Number of businesses","Energy efficient products","England",44000,35500,52500,"10"
2021,"Number of businesses","Energy efficient products","Scotland",3000,2000,4500,"22"
2021,"Number of businesses","Energy efficient products","Wales",3500,2500,5000,"18"
2021,"Number of businesses","Energy efficient products","Northern Ireland",NA,NA,NA,"47"
2021,"Number of businesses","Low carbon services","UK",5500,2000,9000,"31"
2021,"Number of businesses","Low carbon services","England",5000,1500,8000,"34"
2021,"Number of businesses","Low carbon services","Scotland",NA,NA,NA,"55"
2021,"Number of businesses","Low carbon services","Wales",NA,NA,NA,"78"
2021,"Number of businesses","Low carbon services","Northern Ireland",NA,NA,NA,"55"
2021,"Number of businesses","Low emission vehicles","UK",9000,5000,13000,"23"
2021,"Number of businesses","Low emission vehicles","England",7500,4000,11500,"26"
2021,"Number of businesses","Low emission vehicles","Scotland",NA,NA,NA,"56"
2021,"Number of businesses","Low emission vehicles","Wales",NA,NA,NA,"39"
2021,"Number of businesses","Low emission vehicles","Northern Ireland",NA,NA,NA,"24"
2021,"Turnover","All groups","UK",54405000,51061500,57748500,"3"
2021,"Turnover","All groups","England",41307000,38506500,44107000,"3"
2021,"Turnover","All groups","Scotland",8717500,7549500,9885000,"7"
2021,"Turnover","All groups","Wales",2835500,2631500,3039500,"4"
2021,"Turnover","All groups","Northern Ireland",1545000,1013500,2076500,"18"
2021,"Turnover","Low carbon electricity","UK",18156500,16384000,19929000,"5"
2021,"Turnover","Low carbon electricity","England",10692000,9366500,12017500,"6"
2021,"Turnover","Low carbon electricity","Scotland",5904500,4798500,7010000,"10"
2021,"Turnover","Low carbon electricity","Wales",1160000,1020500,1300000,"6"
2021,"Turnover","Low carbon electricity","Northern Ireland",4e+05,238500,561500,"21"
2021,"Turnover","Low carbon heat","UK",2665000,1759000,3571000,"17"
2021,"Turnover","Low carbon heat","England",1990500,1211000,2770500,"20"
2021,"Turnover","Low carbon heat","Scotland",515000,222500,808000,"29"
2021,"Turnover","Low carbon heat","Wales",41000,28500,53500,"16"
2021,"Turnover","Low carbon heat","Northern Ireland",118500,43000,193500,"32"
2021,"Turnover","Energy from waste and biomass","UK",4022000,3566000,4477500,"6"
2021,"Turnover","Energy from waste and biomass","England",3611000,3197500,4024500,"6"
2021,"Turnover","Energy from waste and biomass","Scotland",287500,204500,371000,"15"
2021,"Turnover","Energy from waste and biomass","Wales",84500,35000,134000,"30"
2021,"Turnover","Energy from waste and biomass","Northern Ireland",38500,-11500,88500,"66"
2021,"Turnover","Energy efficient products","UK",19646000,17103000,22189000,"7"
2021,"Turnover","Energy efficient products","England",15918500,13722500,18114500,"7"
2021,"Turnover","Energy efficient products","Scotland",1765500,1596000,1935500,"5"
2021,"Turnover","Energy efficient products","Wales",1247000,1110500,1383500,"6"
2021,"Turnover","Energy efficient products","Northern Ireland",714500,231000,1198500,"35"
2021,"Turnover","Low carbon services","UK",862000,602000,1122000,"15"
2021,"Turnover","Low carbon services","England",676500,444000,909000,"18"
2021,"Turnover","Low carbon services","Scotland",104500,19000,190500,"42"
2021,"Turnover","Low carbon services","Wales",21000,17000,24500,"9"
2021,"Turnover","Low carbon services","Northern Ireland",60000,-17000,137000,"66"
2021,"Turnover","Low emission vehicles","UK",9053500,8347000,9760000,"4"
2021,"Turnover","Low emission vehicles","England",8418500,7725500,9111000,"4"
2021,"Turnover","Low emission vehicles","Scotland",NA,NA,NA,"c"
2021,"Turnover","Low emission vehicles","Wales",NA,NA,NA,"c"
2021,"Turnover","Low emission vehicles","Northern Ireland",213500,194000,232500,"5"
2021,"Employment (full time equivalent)","All groups","UK",247400,220800,274000,"5"
2021,"Employment (full time equivalent)","All groups","England",201900,178400,225400,"6"
2021,"Employment (full time equivalent)","All groups","Scotland",28300,22200,34500,"11"
2021,"Employment (full time equivalent)","All groups","Wales",10400,9100,11700,"6"
2021,"Employment (full time equivalent)","All groups","Northern Ireland",6700,2500,11000,"32"
2021,"Employment (full time equivalent)","Low carbon electricity","UK",39900,36000,43800,"5"
2021,"Employment (full time equivalent)","Low carbon electricity","England",26300,24000,28600,"4"
2021,"Employment (full time equivalent)","Low carbon electricity","Scotland",11200,8400,14000,"13"
2021,"Employment (full time equivalent)","Low carbon electricity","Wales",1800,1200,2500,"18"
2021,"Employment (full time equivalent)","Low carbon electricity","Northern Ireland",600,200,1000,"37"
2021,"Employment (full time equivalent)","Low carbon heat","UK",16600,11200,22000,"17"
2021,"Employment (full time equivalent)","Low carbon heat","England",12200,7500,16900,"20"
2021,"Employment (full time equivalent)","Low carbon heat","Scotland",3600,1500,5800,"30"
2021,"Employment (full time equivalent)","Low carbon heat","Wales",400,200,500,"26"
2021,"Employment (full time equivalent)","Low carbon heat","Northern Ireland",400,200,700,"24"
2021,"Employment (full time equivalent)","Energy from waste and biomass","UK",8300,6000,10700,"15"
2021,"Employment (full time equivalent)","Energy from waste and biomass","England",7000,4800,9300,"16"
2021,"Employment (full time equivalent)","Energy from waste and biomass","Scotland",900,400,1300,"25"
2021,"Employment (full time equivalent)","Energy from waste and biomass","Wales",NA,NA,NA,"33"
2021,"Employment (full time equivalent)","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"56"
2021,"Employment (full time equivalent)","Energy efficient products","UK",138300,115700,160900,"8"
2021,"Employment (full time equivalent)","Energy efficient products","England",116500,96700,136300,"9"
2021,"Employment (full time equivalent)","Energy efficient products","Scotland",9700,7200,12200,"13"
2021,"Employment (full time equivalent)","Energy efficient products","Wales",7300,6300,8400,"7"
2021,"Employment (full time equivalent)","Energy efficient products","Northern Ireland",4700,500,8900,"46"
2021,"Employment (full time equivalent)","Low carbon services","UK",7700,5200,10200,"16"
2021,"Employment (full time equivalent)","Low carbon services","England",6400,4000,8800,"19"
2021,"Employment (full time equivalent)","Low carbon services","Scotland",800,400,1200,"28"
2021,"Employment (full time equivalent)","Low carbon services","Wales",NA,NA,NA,"18"
2021,"Employment (full time equivalent)","Low carbon services","Northern Ireland",NA,NA,NA,"52"
2021,"Employment (full time equivalent)","Low emission vehicles","UK",36500,26200,46900,"14"
2021,"Employment (full time equivalent)","Low emission vehicles","England",33400,23300,43400,"15"
2021,"Employment (full time equivalent)","Low emission vehicles","Scotland",2100,-200,4400,"56"
2021,"Employment (full time equivalent)","Low emission vehicles","Wales",500,400,700,"14"
2021,"Employment (full time equivalent)","Low emission vehicles","Northern Ireland",500,400,600,"10"
2021,"Exports","All groups","UK",10402000,9635000,11169000,"4"
2021,"Exports","All groups","England",8195000,7506500,8883500,"4"
2021,"Exports","All groups","Scotland",1345500,1273000,1417500,"3"
2021,"Exports","All groups","Wales",562500,543500,582000,"2"
2021,"Exports","All groups","Northern Ireland",299000,171000,427000,"22"
2021,"Exports","Low carbon electricity","UK",3314000,3050500,3578000,"4"
2021,"Exports","Low carbon electricity","England",2111500,1856500,2366500,"6"
2021,"Exports","Low carbon electricity","Scotland",NA,NA,NA,"c"
2021,"Exports","Low carbon electricity","Wales",NA,NA,NA,"c"
2021,"Exports","Low carbon electricity","Northern Ireland",1000,500,1500,"16"
2021,"Exports","Low carbon heat","UK",305000,180000,429500,"21"
2021,"Exports","Low carbon heat","England",NA,NA,NA,"c"
2021,"Exports","Low carbon heat","Scotland",NA,NA,NA,"c"
2021,"Exports","Low carbon heat","Wales",5500,2500,8500,"30"
2021,"Exports","Low carbon heat","Northern Ireland",NA,NA,NA,"42"
2021,"Exports","Energy from waste and biomass","UK",156000,78000,234000,"26"
2021,"Exports","Energy from waste and biomass","England",140500,63000,218000,"28"
2021,"Exports","Energy from waste and biomass","Scotland",11000,1500,20500,"43"
2021,"Exports","Energy from waste and biomass","Wales",NA,NA,NA,"46"
2021,"Exports","Energy from waste and biomass","Northern Ireland",NA,NA,NA,"68"
2021,"Exports","Energy efficient products","UK",1530500,995000,2066500,"18"
2021,"Exports","Energy efficient products","England",NA,NA,NA,"c"
2021,"Exports","Energy efficient products","Scotland",NA,NA,NA,"c"
2021,"Exports","Energy efficient products","Wales",NA,NA,NA,"c"
2021,"Exports","Energy efficient products","Northern Ireland",NA,NA,NA,"c"
2021,"Exports","Low carbon services","UK",86500,34000,138500,"31"
2021,"Exports","Low carbon services","England",77000,25000,129000,"34"
2021,"Exports","Low carbon services","Scotland",7000,3500,11000,"28"
2021,"Exports","Low carbon services","Wales",2000,2000,2000,"0"
2021,"Exports","Low carbon services","Northern Ireland",NA,NA,NA,"0"
2021,"Exports","Low emission vehicles","UK",5010000,4536000,5484000,"5"
2021,"Exports","Low emission vehicles","England",4617000,4143000,5091000,"5"
2021,"Exports","Low emission vehicles","Scotland",1500,1000,2500,"27"
2021,"Exports","Low emission vehicles","Wales",NA,NA,NA,"c"
2021,"Exports","Low emission vehicles","Northern Ireland",NA,NA,NA,"c"
2021,"Imports","All groups","UK",10804000,9979000,11629000,"4"
2021,"Imports","All groups","England",8509000,7875000,9143500,"4"
2021,"Imports","All groups","Scotland",1409500,1290500,1528500,"4"
2021,"Imports","All groups","Wales",684000,644500,723500,"3"
2021,"Imports","All groups","Northern Ireland",201000,12000,390000,"48"
2021,"Imports","Low carbon electricity","UK",3326000,3141500,3510500,"3"
2021,"Imports","Low carbon electricity","England",1927500,1763500,2091500,"4"
2021,"Imports","Low carbon electricity","Scotland",1005000,960000,1050000,"2"
2021,"Imports","Low carbon electricity","Wales",374000,338500,409500,"5"
2021,"Imports","Low carbon electricity","Northern Ireland",19500,12500,26000,"18"
